Employee ID,Burn Rate
fffe31003300390039003000,0.5969467641174793
fffe31003300310037003800,0.32259868425341226
fffe33003400380035003900,0.4094135953463352
fffe3100370039003200,0.4281445379748076
fffe32003600390036003700,0.5090744264985183
fffe3600390032003200,0.5314490629140189
fffe3600370032003200,0.3295411333486627
fffe32003900390030003000,0.6582094292031768
fffe3100370031003000,0.5973747339285114
fffe31003500320037003600,0.46894593279310676
fffe3400370031003100,0.43514887986273715
fffe32003800300035003300,0.3738862147770397
fffe31003700380037003700,0.3876499672510431
fffe33003400300038003900,0.5971298026266558
fffe33003100300039003600,0.6258358798171983
fffe33003400380038003300,0.5842219897747167
fffe33003400310032003500,0.6243504834801281
fffe33003400360032003000,0.7785764619246138
fffe32003800360033003400,0.2535191820556027
fffe3600350031003700,0.43830271104605417
fffe3200310033003500,0.3481509302606377
fffe370039003500,0.14833940535256035
fffe32003500340036003200,0.45691250795802923
fffe360038003200,0.6362008698060291
fffe31003800300039003900,0.5325064894400571
fffe32003500310034003200,0.39564984287233174
fffe33003100320039003300,0.463243948733071
fffe33003000330034003700,0.321113287916342
fffe32003500310039003300,0.3331467127514196
fffe31003500310033003200,0.2953780033999401
fffe31003900320038003800,0.3771019387530358
fffe31003400340039003000,0.8870931083201496
fffe390033003000,0.349636326597708
fffe3700360033003400,-0.06963016824805218
fffe31003700390034003900,0.11963332816201785
fffe31003700360035003900,0.6569070713752831
fffe31003200370037003900,0.3702806353742828
fffe31003400310038003500,0.4009238571213353
fffe32003200370033003000,0.41784144077865587
fffe31003300320036003300,0.31435387733026804
fffe3900390034003600,0.5785818985073599
fffe32003300310032003600,0.22312089161040566
fffe3500360039003300,0.8254643662160992
fffe3700340039003900,0.7329290226683431
fffe31003400370032003200,0.29934965982104994
fffe360032003200,0.24042833069448694
fffe33003100340030003600,0.6706089310566075
fffe31003500300037003700,0.3217242962365506
fffe31003600390038003800,0.3485789000716698
fffe33003300360030003500,0.562275323170248
fffe3900380030003300,0.34876193858084636
fffe31003700330034003500,0.38379945654643066
fffe31003500360036003900,0.3624637982621707
fffe3200380033003100,0.6366288396170612
fffe3900360033003900,0.6839447137195787
fffe33003000370031003200,0.5445399142751346
fffe32003700370036003200,0.20259772855032826
fffe31003400320034003300,0.4366342761998074
fffe32003600360034003200,0.24148575722052512
fffe32003700380035003100,0.7173137968389163
fffe31003400350034003200,0.14667097050631359
fffe31003000320038003200,0.5500588598259939
